NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Cleaned_Desc
1004,42.41,353,21.4,28.74,5.11,2.34,0.0,0.5,528.0,0.31,23.0,387.0,256.0,1146.0,2.66,0.04,0.009,14.5,0.0,0.029,0.382,1.016,1.729,0.166,36.0,0.0,36.0,36.0,15.4,1.22,721.0,198.0,192.0,0.0,74.0,0.0,0.0,0.0,0.25,0.5,21.0,2.4,18.669,7.778,0.8,75.0,28.35,1 oz,17.0,1 cubic inch,cheese blue
1006,48.42,334,20.75,27.68,2.7,0.45,0.0,0.45,184.0,0.5,20.0,188.0,152.0,629.0,2.38,0.019,0.034,14.5,0.0,0.07,0.52,0.38,0.69,0.235,65.0,0.0,65.0,65.0,15.4,1.65,592.0,174.0,173.0,0.0,9.0,0.0,0.0,0.0,0.24,0.5,20.0,2.3,17.41,8.013,0.826,100.0,28.35,1 oz,144.0,"1 cup, sliced",cheese brie
1007,51.8,300,19.8,24.26,3.68,0.46,0.0,0.46,388.0,0.33,20.0,347.0,187.0,842.0,2.38,0.021,0.038,14.5,0.0,0.028,0.488,0.63,1.364,0.227,62.0,0.0,62.0,62.0,15.4,1.3,820.0,241.0,240.0,0.0,12.0,0.0,0.0,0.0,0.21,0.4,18.0,2.0,15.259,7.023,0.724,72.0,28.35,1 oz,246.0,1 cup,cheese camembert
1009,37.02,404,22.87,33.31,3.71,3.09,0.0,0.48,710.0,0.14,27.0,455.0,76.0,653.0,3.64,0.03,0.027,28.5,0.0,0.029,0.428,0.059,0.41,0.066,27.0,0.0,27.0,27.0,16.5,1.1,1242.0,330.0,330.0,0.0,85.0,0.0,0.0,0.0,0.71,0.6,24.0,2.4,18.867,9.246,1.421,99.0,132.0,"1 cup, diced",244.0,"1 cup, melted",cheese cheddar
1015,81.24,81,10.45,2.27,1.27,4.76,0.0,4.0,111.0,0.13,9.0,150.0,125.0,308.0,0.51,0.033,0.015,11.9,0.0,0.02,0.251,0.103,0.524,0.057,8.0,0.0,8.0,8.0,16.3,0.47,225.0,68.0,68.0,0.0,6.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.235,0.516,0.083,12.0,113.0,4 oz,226.0,"1 cup,  (not packed)",cheese cottage lowfat 2%
1017,52.62,350,6.15,34.44,1.27,5.52,0.0,3.76,97.0,0.11,9.0,107.0,132.0,314.0,0.5,0.018,0.011,8.6,0.0,0.023,0.23,0.091,0.517,0.056,9.0,0.0,9.0,9.0,27.2,0.22,1111.0,308.0,303.0,1.0,59.0,2.0,0.0,7.0,0.86,0.0,0.0,2.1,20.213,8.907,1.483,101.0,14.5,1 tbsp,232.0,1 cup,cheese cream
1019,55.22,264,14.21,21.28,5.2,4.09,0.0,4.09,493.0,0.65,19.0,337.0,62.0,917.0,2.88,0.032,0.028,15.0,0.0,0.154,0.844,0.991,0.967,0.424,32.0,0.0,32.0,32.0,15.4,1.69,422.0,125.0,125.0,0.0,3.0,0.0,0.0,0.0,0.18,0.4,16.0,1.8,14.946,4.623,0.591,89.0,150.0,"1 cup, crumbled",28.35,1 oz,cheese feta
1020,37.92,389,25.6,31.14,3.79,1.55,0.0,1.55,550.0,0.23,14.0,346.0,64.0,800.0,3.5,0.025,0.014,14.5,0.0,0.021,0.204,0.15,0.429,0.083,6.0,0.0,6.0,6.0,15.4,1.68,913.0,261.0,258.0,0.0,32.0,0.0,0.0,0.0,0.27,0.6,23.0,2.6,19.196,8.687,1.654,116.0,132.0,"1 cup, diced",108.0,"1 cup, shredded",cheese fontina
1023,33.19,413,29.81,32.34,4.3,0.36,0.0,0.36,1011.0,0.17,36.0,605.0,81.0,714.0,3.9,0.032,0.017,14.5,0.0,0.06,0.279,0.106,0.562,0.081,10.0,0.0,10.0,10.0,15.4,1.6,948.0,271.0,268.0,0.0,33.0,0.0,0.0,0.0,0.28,0.6,24.0,2.7,18.913,10.043,1.733,110.0,28.35,1 oz,28.0,"1 slice,  (1 oz)",cheese gruyere
1025,41.01,373,24.48,30.28,3.55,0.68,0.0,0.5,746.0,0.72,27.0,444.0,81.0,600.0,3.0,0.032,0.011,14.5,0.0,0.015,0.39,0.093,0.21,0.079,18.0,0.0,18.0,18.0,15.4,0.83,769.0,198.0,192.0,0.0,78.0,0.0,0.0,0.0,0.26,0.6,22.0,2.5,19.066,8.751,0.899,89.0,132.0,"1 cup, diced",113.0,"1 cup, shredded",cheese monterey
1028,53.78,254,24.26,15.92,3.27,2.77,0.0,1.13,782.0,0.22,23.0,463.0,84.0,619.0,2.76,0.025,0.01,14.4,0.0,0.018,0.303,0.105,0.079,0.07,9.0,0.0,9.0,9.0,15.4,0.82,481.0,127.0,124.0,0.0,41.0,0.0,0.0,0.0,0.14,0.3,12.0,1.6,10.114,4.51,0.472,64.0,28.35,1 oz,,,cheese mozzarella part skim milk
1031,63.11,253,9.15,22.78,1.37,3.59,0.0,3.19,117.0,0.13,10.0,138.0,152.0,334.0,0.82,0.027,0.011,3.0,0.0,0.022,0.155,0.21,0.575,0.041,14.0,0.0,14.0,14.0,,0.3,841.0,241.0,239.0,0.0,27.0,0.0,0.0,,0.4,,,1.7,12.79,5.784,0.97,74.0,28.35,1 oz,85.0,"1 package,  (3 oz)",cheese neufchatel
1033,29.16,392,35.75,25.83,6.04,3.22,0.0,0.8,1184.0,0.82,44.0,694.0,92.0,1376.0,2.75,0.032,0.02,22.5,0.0,0.039,0.332,0.271,0.453,0.091,7.0,0.0,7.0,7.0,15.4,1.2,781.0,207.0,201.0,0.0,66.0,0.0,0.0,0.0,0.22,0.5,19.0,1.7,16.41,7.515,0.569,68.0,28.35,1 oz,10.3,1 cubic inch,cheese parmesan hard
1035,40.95,351,25.58,26.62,4.71,2.14,0.0,0.56,756.0,0.52,28.0,496.0,138.0,876.0,3.23,0.026,0.01,14.5,0.0,0.019,0.321,0.156,0.476,0.073,10.0,0.0,10.0,10.0,15.4,1.46,880.0,236.0,230.0,0.0,68.0,0.0,0.0,0.0,0.23,0.5,20.0,2.2,17.078,7.393,0.769,69.0,132.0,"1 cup, diced",28.35,1 oz,cheese provolone
1036,71.7,174,11.26,12.98,1.02,3.04,0.0,0.27,207.0,0.38,11.0,158.0,105.0,84.0,1.16,0.021,0.006,14.5,0.0,0.013,0.195,0.104,0.213,0.043,12.0,0.0,12.0,12.0,17.5,0.34,445.0,120.0,117.0,0.0,33.0,0.0,0.0,0.0,0.11,0.2,10.0,1.1,8.295,3.627,0.385,51.0,124.0,.5 cup,246.0,1 cup,cheese ricotta whole milk
1038,30.91,387,31.8,26.94,6.72,3.63,0.0,0.73,1064.0,0.77,41.0,760.0,86.0,1433.0,2.58,0.03,0.02,14.5,0.0,0.037,0.37,0.077,0.424,0.085,7.0,0.0,7.0,7.0,15.4,1.12,415.0,96.0,90.0,0.0,69.0,0.0,0.0,0.0,0.23,0.5,20.0,2.2,17.115,7.838,0.593,104.0,28.35,1 oz,142.0,"5 package,  (5 oz)",cheese romano
1040,37.63,393,26.96,30.99,2.97,1.44,0.0,0.0,890.0,0.13,33.0,574.0,72.0,187.0,4.37,0.047,0.026,30.0,0.0,0.011,0.302,0.064,0.353,0.071,10.0,0.0,10.0,10.0,15.5,3.06,1047.0,288.0,283.0,1.0,61.0,2.0,1.0,8.0,0.6,0.0,0.0,1.4,18.227,8.046,1.341,93.0,132.0,"1 cup, diced",244.0,"1 cup, melted",cheese swiss
1045,43.12,331,19.66,24.46,4.44,8.32,0.0,,497.0,0.84,30.0,400.0,363.0,966.0,3.01,0.03,0.01,16.2,0.0,0.03,0.446,0.074,0.977,0.141,5.0,0.0,5.0,5.0,,1.28,705.0,,,,,,,,,,,,15.355,7.165,0.719,64.0,28.35,1 oz,227.0,"1 package,  (8 oz)",cheese fd cold pk american
1048,47.65,290,16.41,21.23,5.98,8.73,0.0,7.32,562.0,0.33,29.0,875.0,242.0,1625.0,2.59,0.033,0.02,11.3,0.0,0.048,0.431,0.131,0.686,0.117,7.0,0.0,7.0,7.0,36.2,0.4,653.0,173.0,168.0,0.0,55.0,0.0,0.0,0.0,0.19,0.4,16.0,1.8,13.327,6.219,0.624,55.0,140.0,"1 cup, diced",244.0,1 cup,cheese sprd past process american
1049,81.24,123,3.13,10.39,0.51,4.73,0.0,4.13,107.0,0.05,10.0,95.0,132.0,61.0,0.39,0.009,0.005,3.2,0.9,0.03,0.194,0.109,0.539,0.05,3.0,0.0,3.0,3.0,18.7,0.19,354.0,97.0,95.0,0.0,22.0,0.0,0.0,0.0,0.25,0.0,2.0,1.3,7.032,3.32,0.554,35.0,30.2,1 fl oz,15.0,1 tbsp,cream fluid half and half
1052,63.5,292,2.17,30.91,0.46,2.96,0.0,2.96,69.0,0.03,7.0,61.0,97.0,34.0,0.25,0.007,0.001,0.5,0.6,0.024,0.125,0.042,0.259,0.028,4.0,0.0,4.0,4.0,16.8,0.2,1013.0,279.0,274.0,0.0,60.0,0.0,0.0,0.0,0.88,0.6,23.0,2.7,19.337,9.093,0.884,111.0,120.0,"1 cup,  whipped",239.0,"1 cup, fluid (yields 2 cups whipped)",cream fluid light whipping
1053,57.81,340,2.84,36.08,0.53,2.74,0.0,2.92,66.0,0.1,7.0,58.0,95.0,27.0,0.24,0.011,0.006,3.0,0.6,0.02,0.188,0.064,0.495,0.035,4.0,0.0,4.0,4.0,16.8,0.16,1470.0,411.0,405.0,0.0,72.0,0.0,0.0,0.0,0.92,1.6,63.0,3.2,23.032,9.101,1.57,113.0,120.0,"1 cup,  whipped",238.0,"1 cup, fluid (yields 2 cups whipped)",cream fluid heavy whipping
1077,88.13,61,3.15,3.25,0.67,4.8,0.0,5.05,113.0,0.03,10.0,84.0,132.0,43.0,0.37,0.025,0.004,3.7,0.0,0.046,0.169,0.089,0.373,0.036,5.0,0.0,5.0,5.0,14.3,0.45,162.0,46.0,45.0,0.0,7.0,0.0,0.0,0.0,0.07,1.3,51.0,0.3,1.865,0.812,0.195,10.0,244.0,1 cup,30.5,1 fl oz,milk whole 3.25%
1093,4.9,354,35.5,0.2,7.6,51.8,0.0,,280.0,0.32,60.0,1011.0,680.0,2280.0,4.03,0.016,0.008,27.3,6.7,0.163,1.642,0.665,3.312,0.298,50.0,0.0,50.0,50.0,,3.98,8.0,2.0,1.0,,,,,,,,,,0.124,0.058,0.007,2.0,28.35,1 oz,113.0,.25 lb,milk dry nonfat ca red
1094,2.97,387,34.3,5.78,7.95,49.0,0.0,49.0,1184.0,0.3,110.0,933.0,1592.0,517.0,4.02,0.111,0.023,20.3,5.7,0.392,1.579,0.876,3.17,0.338,47.0,0.0,47.0,47.0,118.7,3.82,175.0,49.0,48.0,0.0,9.0,0.0,0.0,0.0,0.1,0.5,20.0,0.4,3.598,1.669,0.215,69.0,30.0,.25 cup,120.0,1 cup,milk buttermilk dried
1123,76.15,143,12.56,9.51,1.06,0.72,0.0,0.37,56.0,1.75,12.0,198.0,138.0,142.0,1.29,0.072,0.028,30.7,0.0,0.04,0.457,0.075,1.533,0.17,47.0,0.0,47.0,47.0,293.8,0.89,540.0,160.0,160.0,0.0,0.0,9.0,0.0,503.0,1.05,2.0,82.0,0.3,3.126,3.658,1.911,372.0,50.0,1 large,56.0,1 extra large,egg whole fresh
1124,87.57,52,10.9,0.17,0.63,0.73,0.0,0.71,7.0,0.08,11.0,15.0,163.0,166.0,0.03,0.023,0.011,20.0,0.0,0.004,0.439,0.105,0.19,0.005,4.0,0.0,4.0,4.0,1.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1 large,243.0,1 cup,egg white fresh
1125,52.31,322,15.86,26.54,1.71,3.59,0.0,0.56,129.0,2.73,5.0,390.0,109.0,48.0,2.3,0.077,0.055,56.0,0.0,0.176,0.528,0.024,2.99,0.35,146.0,0.0,146.0,146.0,820.2,1.95,1442.0,381.0,371.0,38.0,88.0,33.0,0.0,1094.0,2.58,5.4,218.0,0.7,9.551,11.738,4.204,1085.0,17.0,1 large,243.0,1 cup,egg yolk fresh
1145,17.94,717,0.85,81.11,0.09,0.06,0.0,0.06,24.0,0.02,2.0,24.0,24.0,11.0,0.09,0.016,0.004,1.0,0.0,0.005,0.034,0.042,0.11,0.003,3.0,0.0,3.0,3.0,18.8,0.17,2499.0,684.0,671.0,0.0,158.0,0.0,0.0,0.0,2.32,0.0,0.0,7.0,50.489,23.43,3.01,215.0,5.0,"1 pat,  (1"" sq, 1/3"" high)",14.2,1 tbsp,butter unsalted
1156,29.01,452,30.52,35.59,3.72,2.17,0.0,2.17,895.0,1.88,54.0,729.0,48.0,423.0,1.59,0.627,0.252,5.5,0.0,0.14,1.19,2.4,0.41,0.08,4.0,0.0,4.0,4.0,15.4,0.12,1745.0,486.0,478.0,0.0,91.0,0.0,0.0,0.0,0.31,0.7,26.0,3.0,24.609,8.117,0.845,105.0,28.35,1 oz,,,cheese goat hard type
1159,60.75,264,18.52,21.08,1.58,0.0,0.0,0.0,140.0,1.9,16.0,256.0,26.0,459.0,0.92,0.732,0.1,2.8,0.0,0.07,0.38,0.43,0.68,0.25,12.0,0.0,12.0,12.0,15.4,0.19,1033.0,288.0,283.0,0.0,54.0,0.0,0.0,0.0,0.18,0.4,15.0,1.8,14.575,4.807,0.501,46.0,28.35,1 oz,,,cheese goat soft type
1161,47.36,248,11.47,12.22,5.27,23.67,0.0,23.67,610.0,0.4,41.0,583.0,455.0,685.0,1.92,0.11,0.028,19.2,0.1,0.026,0.444,0.317,0.083,0.051,11.0,0.0,11.0,11.0,13.7,0.81,1457.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,3.711,6.243,1.738,0.0,113.0,"1 cup, shredded",28.35,1 oz,cheese sub mozzarella
1178,71.0,181,7.0,14.1,0.9,7.0,0.0,0.3,141.0,0.06,11.0,85.0,211.0,70.0,0.27,0.01,,4.1,0.9,0.04,0.24,0.07,,0.02,11.0,0.0,11.0,11.0,19.2,0.3,436.0,119.0,117.0,0.0,27.0,0.0,0.0,0.0,0.4,0.3,10.0,0.7,8.7,4.1,0.5,35.0,12.0,1 tablespoon,230.0,1 cup,sour cream reduced fat
1179,78.1,136,3.5,10.6,0.7,7.1,0.0,0.22,141.0,0.07,10.0,71.0,212.0,83.0,0.5,0.016,,3.1,0.9,0.04,0.12,0.07,,0.02,11.0,0.0,11.0,11.0,19.2,0.42,328.0,90.0,88.0,0.0,21.0,0.0,0.0,0.0,0.3,0.2,8.0,0.5,6.6,3.1,0.4,35.0,12.0,1 tablespoon,230.0,1 cup,sour cream light
1186,71.87,105,15.69,1.0,3.77,7.66,0.0,5.48,351.0,0.19,22.0,523.0,278.0,702.0,1.5,0.036,0.017,4.9,0.0,0.04,0.265,0.23,0.84,0.05,35.0,0.0,35.0,35.0,65.2,0.95,53.0,11.0,10.0,0.0,11.0,0.0,0.0,0.0,0.02,0.0,0.0,0.2,0.644,0.25,0.057,12.0,18.0,1 tbsp,,,cheese cream fat free
1187,71.57,112,3.53,0.0,1.37,23.53,1.2,14.97,88.0,0.42,40.0,166.0,339.0,135.0,1.13,0.209,,7.0,0.0,0.047,0.215,0.223,,0.047,12.0,0.0,12.0,12.0,15.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,"1 container,  (6 oz)",,,yogurt choc nonfat milk
1204,50.6,265,20.0,20.0,8.03,1.37,0.0,0.0,1109.0,0.9,38.0,729.0,125.0,1529.0,3.87,0.238,0.085,17.7,0.0,0.029,0.486,0.114,0.325,0.049,10.0,0.0,10.0,10.0,20.7,2.26,605.0,160.0,156.0,0.0,51.0,0.0,0.0,0.0,0.17,0.4,15.0,1.7,13.317,6.098,0.462,88.0,100.0,1 cup,5.0,1 tbsp,cheese parmesan dry grated red fat
1225,28.71,315,6.84,7.35,1.74,55.35,0.0,49.74,251.0,0.17,22.0,193.0,350.0,129.0,0.79,0.004,0.002,2.7,2.6,0.016,0.405,0.21,0.835,0.016,11.0,0.0,11.0,11.0,89.1,0.31,267.0,74.0,73.0,0.0,14.0,0.0,0.0,0.0,0.2,0.2,6.0,1.3,4.534,2.143,0.375,29.0,19.0,1 tbsp,,,dulce de leche
1238,48.9,237,4.29,8.57,1.1,37.14,0.0,18.57,86.0,0.26,29.0,72.0,115.0,129.0,0.6,0.254,0.381,3.1,0.0,0.111,0.146,1.566,0.209,0.028,34.0,27.0,6.0,53.0,8.0,0.05,286.0,86.0,86.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,1.3,2.317,2.661,2.272,21.0,70.0,1 serving,,,ice cream sndwch
1251,42.48,358,23.54,28.51,3.72,1.75,0.0,1.23,659.0,0.59,25.0,438.0,85.0,338.0,3.01,0.025,0.022,15.0,0.0,0.023,0.318,0.114,0.249,0.061,13.0,0.0,13.0,13.0,15.7,1.23,659.0,174.0,170.0,0.0,56.0,0.0,0.0,0.0,0.25,0.5,21.0,2.5,17.027,7.871,0.864,95.0,28.0,".25 cup, shredded",,,cheese mexican blend
1256,85.1,59,10.19,0.39,0.72,3.6,0.0,3.24,110.0,0.07,11.0,135.0,141.0,36.0,0.52,0.017,0.009,9.7,0.0,0.023,0.278,0.208,0.331,0.063,7.0,0.0,7.0,7.0,15.1,0.75,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.117,0.053,0.012,5.0,170.0,1 container,,,yogurt greek plain nonfat
1270,36.15,410,24.25,33.82,3.66,2.13,0.0,0.27,711.0,0.16,27.0,460.0,76.0,644.0,3.74,0.035,0.024,28.3,0.0,0.027,0.434,0.039,0.481,0.075,27.0,0.0,27.0,27.0,16.5,0.88,994.0,263.0,256.0,0.0,85.0,0.0,0.0,0.0,0.78,1.0,41.0,2.4,19.368,8.428,1.433,99.0,19.0,"1 slice,  (2/3 oz)",21.0,"1 slice,  (3/4 oz)",cheese cheddar sharp sliced
1286,80.26,78,8.64,0.18,0.55,10.37,0.5,9.54,99.0,0.04,10.0,119.0,123.0,34.0,0.46,0.018,0.008,9.7,0.0,0.042,0.24,0.201,0.386,0.05,11.0,0.0,11.0,11.0,15.2,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9,35.0,0.1,0.133,0.039,0.009,3.0,150.0,"1 container,  (5.3 oz)",,,yogurt greek vanilla nonfat
1295,79.0,78,2.94,0.0,1.02,17.04,0.0,5.88,118.0,0.0,16.0,88.0,141.0,47.0,0.83,0.013,0.004,4.9,0.0,0.042,0.2,0.107,0.552,0.045,11.0,0.0,11.0,11.0,15.6,0.53,204.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9,35.0,0.0,0.0,0.0,0.0,3.0,245.0,"1 cup,  (8 fl oz)",227.0,"1 container,  (8 oz)",yogurt vanilla non-fat
2001,8.46,263,6.09,8.69,4.65,72.12,21.6,,661.0,7.06,135.0,113.0,1044.0,77.0,1.01,0.553,2.943,2.7,39.2,0.101,0.063,2.86,,0.21,36.0,0.0,36.0,36.0,,0.0,540.0,27.0,0.0,,,,,,,0.0,0.0,,2.55,0.66,2.36,0.0,1.9,1 tsp,6.0,1 tbsp,allspice ground
2002,9.54,337,17.6,15.9,6.95,50.02,14.6,,646.0,36.96,170.0,440.0,1441.0,16.0,5.3,0.91,2.3,5.0,21.0,0.34,0.29,3.06,0.797,0.65,10.0,0.0,10.0,10.0,,0.0,311.0,16.0,0.0,,,,,,,0.0,0.0,,0.586,9.78,3.15,0.0,2.1,"1 tsp, whole",6.7,"1 tbsp, whole",anise seed
2003,10.35,233,22.98,4.07,14.85,47.75,37.7,1.71,2240.0,89.8,711.0,274.0,2630.0,76.0,7.1,2.1,9.8,3.0,0.8,0.08,1.2,4.9,0.838,1.34,310.0,0.0,310.0,310.0,54.9,0.0,744.0,37.0,0.0,113.0,378.0,24.0,393.0,1150.0,10.7,0.0,0.0,1714.5,2.157,1.238,0.498,0.0,0.7,"1 tsp, leaves",2.1,"1 tbsp, leaves",spices basil dried
2004,5.44,313,7.61,8.36,3.62,74.97,26.3,,834.0,43.0,120.0,113.0,529.0,23.0,3.7,0.416,8.167,2.8,46.5,0.009,0.421,2.005,,1.74,180.0,0.0,180.0,180.0,,0.0,6185.0,309.0,0.0,,,,,,,0.0,0.0,,2.28,1.64,2.29,0.0,0.6,"1 tsp, crumbled",1.8,"1 tbsp, crumbled",spices bay leaf
2005,9.87,333,19.77,14.59,5.87,49.9,38.0,0.64,689.0,16.23,258.0,568.0,1351.0,17.0,5.5,0.91,1.3,12.1,21.0,0.383,0.379,3.606,,0.36,10.0,0.0,10.0,10.0,24.7,0.0,363.0,18.0,0.0,8.0,206.0,16.0,20.0,454.0,2.5,0.0,0.0,0.0,0.62,7.125,3.272,0.0,2.1,1 tsp,6.7,1 tbsp,caraway seed
2006,8.28,311,10.76,6.7,5.78,68.47,28.0,,383.0,13.97,229.0,178.0,1119.0,18.0,7.47,0.383,28.0,,21.0,0.198,0.182,1.102,,0.23,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.68,0.87,0.43,0.0,2.0,"1 tsp, ground",5.8,"1 tbsp, ground",spices cardamom
2009,10.75,282,13.46,14.28,11.81,49.7,34.8,7.19,330.0,17.3,149.0,300.0,1950.0,2867.0,4.3,1.0,1.7,20.4,0.7,0.25,0.94,11.6,0.888,2.094,28.0,0.0,28.0,28.0,66.5,0.0,29650.0,1483.0,0.0,2090.0,15000.0,3490.0,21.0,310.0,38.14,0.0,0.0,105.7,2.462,3.211,8.006,0.0,2.7,1 tsp,8.0,1 tbsp,chili powder
2010,10.58,247,3.99,1.24,3.6,80.59,53.1,2.17,1002.0,8.32,60.0,64.0,431.0,10.0,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.358,0.158,6.0,0.0,6.0,6.0,11.0,0.0,295.0,15.0,0.0,1.0,112.0,129.0,15.0,222.0,2.32,0.0,0.0,31.2,0.345,0.246,0.068,0.0,2.6,1 tsp,7.9,1 tbsp,cinnamon ground
2011,9.87,274,5.97,13.0,5.63,65.53,33.9,2.38,632.0,11.83,259.0,104.0,1020.0,277.0,2.32,0.368,60.127,7.2,0.2,0.158,0.22,1.56,0.509,0.391,25.0,0.0,25.0,25.0,37.4,0.0,160.0,8.0,0.0,0.0,45.0,103.0,0.0,0.0,8.82,0.0,0.0,141.8,3.952,1.393,3.606,0.0,2.1,1 tsp,6.5,1 tbsp,cloves ground
2014,8.06,375,17.81,22.27,7.62,44.24,10.5,2.25,931.0,66.36,366.0,499.0,1788.0,168.0,4.8,0.867,3.333,5.2,7.7,0.628,0.327,4.579,,0.435,10.0,0.0,10.0,10.0,24.7,0.0,1270.0,64.0,0.0,0.0,762.0,0.0,0.0,448.0,3.33,0.0,0.0,5.4,1.535,14.04,3.279,0.0,2.1,"1 tsp, whole",6.0,"1 tbsp, whole",cumin seed
2015,8.8,325,14.29,14.01,7.07,55.83,53.2,2.76,525.0,19.1,255.0,367.0,1170.0,52.0,4.7,1.2,8.3,40.3,0.7,0.176,0.2,3.26,1.07,0.105,56.0,0.0,56.0,56.0,64.2,0.0,19.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,25.24,0.0,0.0,99.8,1.648,8.782,3.056,0.0,2.0,1 tsp,6.3,1 tbsp,curry powder
2016,7.7,305,15.98,14.54,6.62,55.17,21.1,,1516.0,16.33,256.0,277.0,1186.0,20.0,5.2,0.78,1.833,12.1,21.0,0.418,0.284,2.807,,0.25,10.0,0.0,10.0,10.0,,0.0,53.0,3.0,0.0,,,,,,,0.0,0.0,,0.73,9.41,1.01,0.0,2.1,1 tsp,6.6,1 tbsp,dill seed
2017,7.3,253,19.96,4.36,12.56,55.82,13.6,,1784.0,48.78,451.0,543.0,3308.0,208.0,3.3,0.49,3.95,,50.0,0.418,0.284,2.807,,1.71,,,,,,0.0,5850.0,293.0,0.0,,,,,,,0.0,0.0,,0.234,,,0.0,1.0,1 tsp,3.1,1 tbsp,dill weed dried
2020,6.45,331,16.55,0.73,3.54,72.73,9.0,2.43,79.0,5.65,77.0,414.0,1193.0,60.0,2.99,0.533,0.979,23.9,1.2,0.435,0.141,0.796,0.743,1.654,47.0,0.0,47.0,47.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.4,0.249,0.115,0.178,0.0,3.1,1 tsp,9.7,1 tbsp,garlic powder
2021,9.94,335,8.98,4.24,5.22,71.62,14.1,3.39,114.0,19.8,214.0,168.0,1320.0,27.0,3.64,0.48,33.3,55.8,0.7,0.046,0.17,9.62,0.477,0.626,13.0,0.0,13.0,13.0,41.2,0.0,30.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.599,0.479,0.929,0.0,1.8,1 tsp,5.2,1 tbsp,ginger ground
2023,7.64,271,12.66,7.04,12.1,60.56,40.3,4.09,1990.0,82.71,346.0,306.0,1522.0,77.0,3.6,1.133,5.433,4.5,51.4,0.289,0.316,4.12,,1.19,274.0,0.0,274.0,274.0,43.6,0.0,8068.0,403.0,0.0,0.0,4806.0,70.0,0.0,1895.0,1.69,0.0,0.0,621.7,0.529,0.94,4.405,0.0,0.6,1 tsp,1.7,1 tbsp,marjoram dried
2024,5.27,508,26.08,36.24,4.33,28.09,12.2,6.79,266.0,9.21,370.0,828.0,738.0,13.0,6.08,0.645,2.448,208.1,7.1,0.805,0.261,4.733,0.81,0.397,162.0,0.0,162.0,162.0,122.7,0.0,31.0,2.0,0.0,0.0,18.0,0.0,0.0,568.0,5.07,0.0,0.0,5.4,1.989,22.518,10.088,0.0,2.0,1 tsp,6.3,1 tbsp,spices mustard sd ground
2025,6.23,525,5.84,36.31,2.34,49.29,20.8,2.99,184.0,3.04,183.0,213.0,350.0,16.0,2.15,1.027,2.9,1.6,3.0,0.346,0.057,1.299,,0.16,76.0,0.0,76.0,76.0,8.8,0.0,102.0,5.0,0.0,0.0,28.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,25.94,3.22,0.35,0.0,2.2,1 tsp,7.0,1 tbsp,nutmeg ground
2026,5.39,341,10.41,1.04,4.04,79.12,15.2,6.63,384.0,3.9,113.0,322.0,985.0,73.0,4.05,0.59,1.3,14.3,23.4,0.457,0.08,0.321,0.732,0.718,64.0,0.0,64.0,64.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,4.1,0.219,0.202,0.31,0.0,2.4,1 tsp,6.9,1 tbsp,onion powder
